lid,graphie,cat,Annotations ontologiques
l9604,Bienvilloise,Nf,Person
l9627,Bierry-les-Belles-Fontaines,Npx,Institution
l9632,Biervillais,Nm,Person
l9633,Biervillaise,Nf,Person
l9634,Bierville,Npx,Institution
l9662,Big-bang,Nm,Event
l9684,Bignicourtois,Nm,Person
l9685,Bignicourtoise,Nf,Person
l9713,Bihucourtois,Nm,Person
l9714,Bihucourtoise,Nf,Person
l9735,Billard,Nm,Act;Artifact
l9766,Billy-sous-Mangiennes,Npx,Institution
l9796,Binarville,Npx,Institution
l9797,Binarvillois,Nm,Person
l9798,Binarvilloise,Nf,Person
l9815,Binivillais,Nm,Person
l9816,Binivillaise,Nf,Person
l9817,Biniville,Npx,Institution
l9833,Bionville,Npx,Institution
l9835,Bionvillois,Nm,Person
l9836,Bionvilloise,Nf,Person
l9934,Bissey-sous-Cruchaud,Npx,Institution
l9945,Bissy-sous-Uxelles,Npx,Institution
l9978,Bivillais,Nm,Person
l9979,Bivillaise,Nf,Person
l9980,Biville,Npx,Institution
l10024,Biévillais,Nm,Person
l10025,Biévillaise,Nf,Person
l10026,Biéville,Npx,Institution
l10027,Biéville-Beuville,Npx,Institution
l10028,Biéville-Quétiéville,Npx,Institution
l10049,Blacquevillais,Nm,Person
l10050,Blacquevillaise,Nf,Person
l10051,Blacqueville,Npx,Institution
l10081,Blaincourtois,Nm,Person
l10082,Blaincourtoise,Nf,Person
l10085,Blainvillais,Nm,Person
l10086,Blainvillaise,Nf,Person
l10087,Blainville,Npx,Institution
l10093,Blainvillois,Nm,Person
l10094,Blainvilloise,Nf,Person
l10096,Blairville,Npx,Institution
l10097,Blairvillois,Nm,Person
l10098,Blairvilloise,Nf,Person
l10102,Blaise-sous-Arzillières,Npx,Institution
l10103,Blaisette,Npf,Person
l10118,Blanc,Nm,Act;Attribute;Event;Food;Person
l10137,Blancourtien,Nm,Person
l10138,Blancourtienne,Nf,Person
l10145,Blandainville,Npx,Institution
l10152,Blandine,Npf,Person
l10167,Blangy-Tronville,Npx,Institution
l10168,Blangy-le-Château,Npx,Institution
l10261,Blaye-les-Mines,Npx,Institution
l10296,Blessonville,Npx,Institution
l10297,Blessonvillois,Nm,Person
l10298,Blessonvilloise,Nf,Person
l10307,Bleurville,Npx,Institution
l10308,Bleurvillois,Nm,Person
l10309,Bleurvilloise,Nf,Person
l10370,Blonvillais,Nm,Person
l10371,Blonvillaise,Nf,Person
l10376,Blosseville,Npx,Institution
l10377,Blossevillois,Nm,Person
l10378,Blossevilloise,Nf,Person
l10379,Blosvillais,Nm,Person
l10380,Blosvillaise,Nf,Person
l10381,Blosville,Npx,Institution
l10402,Bluette,Npf,Person
l10418,Bléchicourtois,Nm,Person
l10419,Bléchicourtoise,Nf,Person
l10421,Blécourtois,Nm,Person
l10422,Blécourtoise,Nf,Person
l10437,Blérancourtois,Nm,Person
l10438,Blérancourtoise,Nf,Person
l10457,Bob,Nm,Artifact
l10505,Boer,Nf,Person
l10559,Boigneville,Npx,Institution
l10560,Boignevillois,Nm,Person
l10561,Boignevilloise,Nf,Person
l10569,Boinvillois,Nm,Person
l10570,Boinvilloise,Nf,Person
l10606,Bois-de-Villers,Npx,Institution
l10642,Boisgervillien,Nm,Person
l10643,Boisgervillienne,Nf,Person
l10685,Boisset-les-Prévanches,Npx,Institution
l10738,Boissy-sous-Saint-Yon,Npx,Institution
l10754,Boisvillois,Nm,Person
l10755,Boisvilloise,Nf,Person
l10789,Bollevillais,Nm,Person
l10790,Bollevillaise,Nf,Person
l10791,Bolleville,Npx,Institution
l10792,Bollevillois,Nm,Person
l10793,Bollevilloise,Nf,Person
l10883,Boncourtois,Nm,Person
l10884,Boncourtoise,Nf,Person
l10892,Bondevillais,Nm,Person
l10893,Bondevillaise,Nf,Person
l10957,Bonnecourtois,Nm,Person
l10958,Bonnecourtoise,Nf,Person
l11005,Bonneuil-les-Eaux,Npx,Institution
l11029,Bonnevillais,Nm,Person
l11030,Bonnevillaise,Nf,Person
l11031,Bonneville,Npx,Institution
l11036,Bonnevillois,Nm,Person
l11037,Bonnevilloise,Nf,Person
l11110,Bonvillers,Npx,Institution
l11111,Bonvillois,Nm,Person
l11112,Bonvilloise,Nf,Person
l11146,Bordeaux-les-Rouches,Npx,Institution
l11167,Bordure,Nf,GroupxPlant;PartxArtifact;PartxObject
l11196,Bormes-les-Mimosas,Npx,Institution
l11242,Bort-les-Orgues,Npx,Institution
l11269,Boschervillais,Nm,Person
l11270,Boschervillaise,Nf,Person
l11288,Bosguérard-de-Marcouville,Npx,Institution
l11297,Bosmoreau-les-Mines,Npx,Institution
l11311,Bossancourtois,Nm,Person
l11312,Bossancourtoise,Nf,Person
l11354,Bosvillais,Nm,Person
l11355,Bosvillaise,Nf,Person
l11356,Bosville,Npx,Institution
l11436,Boucherville,Npx,Institution
l11437,Bouchervillois,Nm,Person
l11465,Bouconville,Npx,Institution
l11468,Bouconvillers,Npx,Institution
l11469,Bouconvillois,Nm,Person
l11470,Bouconvilloise,Nf,Person
l11474,Bouddha,Npx,Person
l11477,Boudevillais,Nm,Person
l11478,Boudevillaise,Nf,Person
l11479,Boudeville,Npx,Institution
l11493,Boudreville,Npx,Institution
l11494,Boudrevillois,Nm,Person
l11495,Boudrevilloise,Nf,Person
l11521,Bougainvillais,Nm,Person
l11522,Bougainvillaise,Nf,Person
l11523,Bougainville,Npx,Institution
l11532,Bouges-le-Château,Npx,Institution
l11561,Bougy-lez-Neuville,Npx,Institution
l11608,Bouillonville,Npx,Institution
l11609,Bouillonvillois,Nm,Person
l11610,Bouillonvilloise,Nf,Person
l11639,Boulancourtois,Nm,Person
l11640,Boulancourtoise,Nf,Person
l11653,Boulay-les-Barres,Npx,Institution
l11654,Boulay-les-Ifs,Npx,Institution
l11700,Boullay-les-Troux,Npx,Institution
l11704,Boullevillais,Nm,Person
l11705,Boullevillaise,Nf,Person
l11706,Boulleville,Npx,Institution
l11729,Boulzicourtois,Nm,Person
l11730,Boulzicourtoise,Nf,Person
l11752,Bouquetin,Nm,Animal
l11759,Bouquin,Nm,Artifact+Cognition
l11775,Bourbon,Npx,Artifact;Person
l11781,Bourbonne-les-Bains,Npx,Institution
l11808,Bourdainvillais,Nm,Person
l11809,Bourdainvillaise,Nf,Person
l11810,Bourdainville,Npx,Institution
l11882,Bourg-les-Valence,Npx,Institution
l11894,Bourgeauvillais,Nm,Person
l11895,Bourgeauvillaise,Nf,Person
l11896,Bourgeauville,Npx,Institution
l11898,Bourgeois,Nm,Person
l11946,Bourgtheroulde-Infreville,Npx,Institution
l11962,Bourguignon-sous-Coucy,Npx,Institution
l11963,Bourguignonne,Nf,Person
l12016,Bournevillais,Nm,Person
l12017,Bournevillaise,Nf,Person
l12018,Bourneville,Npx,Institution
l12031,Bournonville,Npx,Institution
l12032,Bournonvillois,Nm,Person
l12033,Bournonvilloise,Nf,Person
l12080,Bourseville,Npx,Institution
l12081,Boursevillois,Nm,Person
l12082,Boursevilloise,Nf,Person
l12098,Bourvillais,Nm,Person
l12099,Bourvillaise,Nf,Person
l12100,Bourville,Npx,Institution
l12138,Bousseraucourt,Npx,Institution
l12173,Boutancourtien,Nm,Person
l12174,Boutancourtienne,Nf,Person
l12176,Bouteilles-Saint-Sébastien,Npx,Institution
l12187,Bouteville,Npx,Institution
l12188,Boutevillien,Nm,Person
l12189,Boutevillienne,Nf,Person
l12190,Boutevillois,Nm,Person
l12191,Boutevilloise,Nf,Person
l12206,Bouttencourtois,Nm,Person
l12207,Bouttencourtoise,Nf,Person
l12208,Boutteville,Npx,Institution
l12213,Bouvaincourtois,Nm,Person
l12214,Bouvaincourtoise,Nf,Person
l12216,Bouvancourtois,Nm,Person
l12217,Bouvancourtoise,Nf,Person
l12234,Bouvillais,Nm,Person
l12235,Bouvillaise,Nf,Person
l12236,Bouville,Npx,Institution
l12237,Bouvillois,Nm,Person
l12238,Bouvilloise,Nf,Person
l12250,Boux-sous-Salmaise,Npx,Institution
l12278,Bouzancourtois,Nm,Person
l12279,Bouzancourtoise,Nf,Person
l12280,Bouzanville,Npx,Institution
l12281,Bouzanvillois,Nm,Person
l12282,Bouzanvilloise,Nf,Person
l12306,Bouzincourtois,Nm,Person
l12307,Bouzincourtoise,Nf,Person
l12311,Bouzonville,Npx,Institution
l12313,Bouzonvillois,Nm,Person
l12314,Bouzonvilloise,Nf,Person
l12480,Braine-le-Château,Npx,Institution
l12490,Brains-sur-les-Marches,Npx,Institution
l12491,Brainville,Npx,Institution
l12493,Brainvillois,Nm,Person
l12494,Brainvilloise,Nf,Person
l12505,Bralleville,Npx,Institution
l12506,Brallevillois,Nm,Person
l12507,Brallevilloise,Nf,Person
l12529,Brancourtois,Nm,Person
l12530,Brancourtoise,Nf,Person
l12536,Brandeville,Npx,Institution
l12537,Brandevillois,Nm,Person
l12538,Brandevilloise,Nf,Person
l12553,Brandonvillers,Npx,Institution
l12573,Branoux-les-Taillades,Npx,Institution
l12578,Branscourtois,Nm,Person
l12579,Branscourtoise,Nf,Person
l12594,Branvillais,Nm,Person
l12595,Branvillaise,Nf,Person
l12596,Branville,Npx,Institution
l12610,Brasilien,Nm,Person
l12624,Brassac-les-Mines,Npx,Institution
l12691,Brazzaville,Npx,Institution
l12692,Brazzavillois,Nm,Person
l12695,Breakeyvillois,Nm,Person
l12703,Brechainville,Npx,Institution
l12709,Brectouvillais,Nm,Person
l12710,Brectouvillaise,Nf,Person
l12711,Brectouville,Npx,Institution
l12862,Bretignolles-sur-Mer,Npx,Institution
l12867,Breton,Nm,Animal;Communication;Person
l12872,Bretonne,Nf,Animal;Person
l12874,Bretonvillois,Nm,Person
l12875,Bretonvilloise,Nf,Person
l12879,Brette-les-Pins,Npx,Institution
l12881,Brettevillais,Nm,Person
l12882,Brettevillaise,Nf,Person
l12883,Bretteville,Npx,Institution
l12953,Breuville,Npx,Institution
l12998,Briaucourt,Npx,Institution
l12999,Briaucourtois,Nm,Person
l13000,Briaucourtoise,Nf,Person
l13012,Briconville,Npx,Institution
l13013,Briconvillois,Nm,Person
l13014,Briconvilloise,Nf,Person
l13023,Bricquevillais,Nm,Person
l13024,Bricquevillaise,Nf,Person
l13025,Bricqueville,Npx,Institution
l13033,Brides-les-Bains,Npx,Institution
l13045,Brie-sous-Archiac,Npx,Institution
l13046,Brie-sous-Matha,Npx,Institution
l13058,Brienne-le-Château,Npx,Institution
l13072,Brieulles-sur-Bar,Npx,Institution
l13073,Brieulles-sur-Meuse,Npx,Institution
l13095,Brignancourtois,Nm,Person
l13096,Brignancourtoise,Nf,Person
l13119,Briis-sous-Forges,Npx,Institution
l13128,Brillecourtois,Nm,Person
l13129,Brillecourtoise,Nf,Person
l13223,Britannique,Nf,Person
l13260,Brières-les-Scellés,Npx,Institution
l13312,Bromptonville,Npx,Institution
l13313,Bromptonvillois,Nm,Person
l13350,Brosville,Npx,Institution
l13388,Broussaille,Nm,Plant
l13390,Brousse-le-Château,Npx,Institution
l13407,Brouville,Npx,Institution
l13409,Brouvillerois,Nm,Person
l13410,Brouvilleroise,Nf,Person
l13411,Brouvillois,Nm,Person
l13412,Brouvilloise,Nf,Person
l13459,Brucheville,Npx,Institution
l13468,Brucourtois,Nm,Person
l13469,Brucourtoise,Nf,Person
l13557,Brunvillais,Nm,Person
l13558,Brunvillaise,Nf,Person
l13559,Brunville,Npx,Institution
l13587,Bruville,Npx,Institution
l13588,Bruvillois,Nm,Person
l13589,Bruvilloise,Nf,Person
l13625,Bréal-sous-Montfort,Npx,Institution
l13626,Bréal-sous-Vitré,Npx,Institution
l13646,Bréchainvillois,Nm,Person
l13647,Bréchainvilloise,Nf,Person
l13675,Bréhain-la-Ville,Npx,Institution
l13693,Bréhéville,Npx,Institution
l13694,Bréhévillois,Nm,Person
l13695,Bréhévilloise,Nf,Person
l13734,Brévainville,Npx,Institution
l13735,Brévainvillois,Nm,Person
l13736,Brévainvilloise,Nf,Person
l13750,Brévillais,Nm,Person
l13751,Brévillaise,Nf,Person
l13752,Bréville,Npx,Institution
l13754,Brévillers,Npx,Institution
l13755,Brévillois,Nm,Person
l13756,Brévilloise,Nf,Person
l13893,Buffle,Nm,Animal;Substance
l13906,Bugnicourtois,Nm,Person
l13907,Bugnicourtoise,Nf,Person
l13940,Buis-les-Baronnies,Npx,Institution
l13941,Buis-sur-Damville,Npx,Institution
l13961,Buissonville,Npx,Institution
l13962,Buissonvillois,Nm,Person
l13963,Buissonvilloise,Nf,Person
l13982,Bulgnéville,Npx,Institution
l13983,Bulgnévillois,Nm,Person
l13984,Bulgnévilloise,Nf,Person
l13990,Bullainville,Npx,Institution
l13991,Bullainvillois,Nm,Person
l13992,Bullainvilloise,Nf,Person
l14000,Bullecourtois,Nm,Person
l14001,Bullecourtoise,Nf,Person
l14013,Bully-les-Mines,Npx,Institution
l14035,Buneville,Npx,Institution
l14036,Bunevillois,Nm,Person
l14037,Bunevilloise,Nf,Person
l14071,Bure-les-Templiers,Npx,Institution
l14075,Bures-les-Monts,Npx,Institution
l14109,Buriville,Npx,Institution
l14110,Burivillois,Nm,Person
l14111,Burivilloise,Nf,Person
l14144,Burtoncourtois,Nm,Person
l14145,Burtoncourtoise,Nf,Person
l14158,Bus,Npx,Artifact
l14233,Bussy-le-Château,Npx,Institution
l14276,Butot-Vénesville,Npx,Institution
l14289,Buvillois,Nm,Person
l14290,Buvilloise,Nf,Person
l14314,Buxières-les-Mines,Npx,Institution
l14316,Buxières-sous-Montaigut,Npx,Institution
l14317,Buxières-sous-les-Côtes,Npx,Institution
l14390,Bâgé-la-Ville,Npx,Institution
l14401,Bâtiment,Nm,Act;Artifact
l14418,Béalcourtois,Nm,Person
l14419,Béalcourtoise,Nf,Person
l14421,Béalencourtois,Nm,Person
l14422,Béalencourtoise,Nf,Person
l14448,Bécon-les-Granits,Npx,Institution
l14451,Bécourtois,Nm,Person
l14452,Bécourtoise,Nf,Person
l14475,Bédouine,Nf,Person
l14510,Bégrolles-en-Mauges,Npx,Institution
l14566,Béloutchistan,Npx,Institution
l14574,Bémécourtois,Nm,Person
l14575,Bémécourtoise,Nf,Person
l14590,Bénarville,Npx,Institution
l14591,Bénervillais,Nm,Person
l14592,Bénervillaise,Nf,Person
l14598,Bénesvillais,Nm,Person
l14599,Bénesvillaise,Nf,Person
l14600,Bénesville,Npx,Institution
l14618,Bénouvillais,Nm,Person
l14619,Bénouvillaise,Nf,Person
l14620,Bénouville,Npx,Institution
l14689,Béthelainville,Npx,Institution
l14690,Béthelainvillois,Nm,Person
l14691,Béthelainvilloise,Nf,Person
l14698,Béthencourtois,Nm,Person
l14699,Béthencourtoise,Nf,Person
l14700,Bétheniville,Npx,Institution
l14710,Béthoncourtois,Nm,Person
l14711,Béthoncourtoise,Nf,Person
l14716,Béthonvillois,Nm,Person
l14717,Béthonvilloise,Nf,Person
l14737,Bévillers,Npx,Institution
l14740,Bévillois,Nm,Person
l14741,Bévilloise,Nf,Person
l14747,Bézancourtois,Nm,Person
l14748,Bézancourtoise,Nf,Person
l14751,Bézaudun-les-Alpes,Npx,Institution
l14790,C,Nm,Communication;Quantity
l14811,CAP,Nf,Cognition;Object
l14824,CD-ROM,Nm,Artifact
l14838,CEP,Nm,Plant
l14864,CLIN,Nf,Act;Event
l14908,CRS,Nm,Person
l14925,Cabanac-Séguenville,Npx,Institution
l14958,Cabavillois,Nm,Person
l14959,Cabavilloise,Nf,Person
l15106,Cagnac-les-Mines,Npx,Institution
l15116,Cagnicourtois,Nm,Person
l15117,Cagnicourtoise,Nf,Person
l15183,Caillevillais,Nm,Person
l15184,Caillevillaise,Nf,Person
l15185,Cailleville,Npx,Institution
l15191,Caillouet-Orgeville,Npx,Institution
l15286,Californien,Nm,Animal;Person
l15312,Callengevillais,Nm,Person
l15313,Callengevillaise,Nf,Person
l15314,Callengeville,Npx,Institution
l15315,Callevillais,Nm,Person
l15316,Callevillaise,Nf,Person
l15317,Calleville,Npx,Institution
l15318,Calleville-les-Deux-Eglises,Npx,Institution
l15546,Camille,Npf,Person
l15547,Camillette,Npf,Person
l15643,Campigneulles-les-Grandes,Npx,Institution
l15644,Campigneulles-les-Petites,Npx,Institution
l15654,Camping-Gaz,Nm,Artifact
l15678,Campneusevillais,Nm,Person
l15679,Campneusevillaise,Nf,Person
l15680,Campneuseville,Npx,Institution
l15778,Canappevillais,Nm,Person
l15779,Canappevillaise,Nf,Person
l15780,Canappeville,Npx,Institution
l15781,Canapvillaise,Nf,Person
l15782,Canapville,Npx,Institution
l15787,Canari,Nm,Animal;Food;Plant
l15793,Canaules-et-Argentières,Npx,Institution
l15810,Cancer,Nf,Object;State
l15895,Cannectancourtois,Nm,Person
l15896,Cannectancourtoise,Nf,Person
l15919,Canouvillais,Nm,Person
l15920,Canouvillaise,Nf,Person
l15921,Canouville,Npx,Institution
l15924,Cantabrie,Npx,Artifact
l15989,Canvillais,Nm,Person
l15990,Canvillaise,Nf,Person
l15992,Canville-les-Deux-Eglises,Npx,Institution
l15993,Cany-Barville,Npx,Institution
l16066,Capelle-les-Grands,Npx,Institution
l16175,Capucin,Nm,Animal;Person
l16284,Cardonvillais,Nm,Person
l16285,Cardonvillaise,Nf,Person
l16286,Cardonville,Npx,Institution
l16410,Carneville,Npx,Institution
l16437,Carole,Npf,Person
l16498,Carrières-sous-Poissy,Npx,Institution
l16545,Carvillais,Nm,Person
l16546,Carvillaise,Nf,Person
l16547,Carville,Npx,Institution
l16623,Cassandre,Npf,Person
l17075,Catalan,Nm,Communication;Person
l17097,Catherine,Npf,Person
l17130,Catteville,Npx,Institution
l17158,Caucase,Npx,Object
l17162,Caucourt,Npx,Institution
l17163,Caucourtois,Nm,Person
l17164,Caucourtoise,Nf,Person
l17210,Caulaincourt,Npx,Institution
l17211,Caulaincourtois,Nm,Person
l17212,Caulaincourtoise,Nf,Person
l17290,Cauvervillais,Nm,Person
l17291,Cauvervillaise,Nf,Person
l17294,Cauvicourtois,Nm,Person
l17295,Cauvicourtoise,Nf,Person
l17299,Cauvillais,Nm,Person
l17300,Cauvillaise,Nf,Person
l17301,Cauville,Npx,Institution
l17522,Celles-sur-Aisne,Npx,Institution
l17523,Celles-sur-Belle,Npx,Institution
l17524,Celles-sur-Durolle,Npx,Institution
l17525,Celles-sur-Ource,Npx,Institution
l17526,Celles-sur-Plaine,Npx,Institution
l17556,Celte,Npx,Person
l17694,Cernay-la-Ville,Npx,Institution
l17750,Cerville,Npx,Institution
l17751,Cervillois,Nm,Person
l17752,Cervilloise,Nf,Person
l17791,Cesseville,Npx,Institution
l17813,Cessy-les-Bois,Npx,Institution
l17867,Chabestan,Npx,Institution
l17962,Chaillé-les-Marais,Npx,Institution
l17963,Chaillé-sous-les-Ormeaux,Npx,Institution
l17964,Chainaz-les-Frasses,Npx,Institution
l18081,Challes-les-Eaux,Npx,Institution
l18109,Chalonnes-sous-le-Lude,Npx,Institution
l18111,Chalonvillais,Nm,Person
l18112,Chalonvillaise,Nf,Person
l18213,Chambon-le-Château,Npx,Institution
l18382,Champagné-les-Marais,Npx,Institution
l18470,Champigneulles-en-Bassigny,Npx,Institution
l18471,Champignol-lez-Mondeville,Npx,Institution
l18538,Champneuville,Npx,Institution
l18539,Champneuvillois,Nm,Person
l18540,Champneuvilloise,Nf,Person
l18563,Champs,Npx,Institution
l18616,Chanac-les-Mines,Npx,Institution
l18667,Change,Npx,Act;Artifact;Possession;Quantity
l18728,Chanteloup-les-Bois,Npx,Institution
l18729,Chanteloup-les-Vignes,Npx,Institution
l18743,Chantemerle-les-Blés,Npx,Institution
l18789,Chanville,Npx,Institution
l18820,Chapeau,Npx,Artifact;PartxCognition;Plant
l18826,Chapelain,Nm,Person
l18934,Charbonnières-les-Bains,Npx,Institution
l19011,Charlette,Npf,Person
l19017,Charleville,Npx,Institution
l19031,Charlotte,Npf,Person
l19067,Charmont-sous-Barbuise,Npx,Institution
l19134,Charonville,Npx,Institution
l19135,Charonvillois,Nm,Person
l19136,Charonvilloise,Nf,Person
l19172,Charsonville,Npx,Institution
l19173,Charsonvillois,Nm,Person
l19174,Charsonvilloise,Nf,Person
l19176,Chartierville,Npx,Institution
l19177,Chartiervillois,Nm,Person
l19317,Chat,Nm,Act;Animal;Artifact;Body;Cognition;Communication
l19320,Chataincourt,Npx,Institution
l19349,Chatignonville,Npx,Institution
l19350,Chatignonvillois,Nm,Person
l19351,Chatignonvilloise,Nf,Person
l19421,Chauffecourtien,Nm,Person
l19422,Chauffecourtienne,Nf,Person
l19561,Chauvency-le-Château,Npx,Institution
l19574,Chauvoncourtois,Nm,Person
l19575,Chauvoncourtoise,Nf,Person
l19599,Chavagnes-les-Redoux,Npx,Institution
l19623,Chavannes-les-Grands,Npx,Institution
l19662,Chaville,Npx,Institution
l19663,Chavillois,Nm,Person
l19664,Chavilloise,Nf,Person
l19686,Chazelles-sur-Lyon,Npx,Institution
l19722,Cheffrevillois,Nm,Person
l19723,Cheffrevilloise,Nf,Person
l19817,Chenicourtois,Nm,Person
l19818,Chenicourtoise,Nf,Person
l19862,Cheptainville,Npx,Institution
l19863,Cheptainvillois,Nm,Person
l19864,Cheptainvilloise,Nf,Person
l19910,Cherville,Npx,Institution
l19911,Chervillois,Nm,Person
l19912,Chervilloise,Nf,Person
l19917,Chesalles-sur-Moudon,Npx,Institution
l19933,Chessy-les-Prés,Npx,Institution
l19936,Chesterville,Npx,Institution
l19937,Chestervillois,Nm,Person
l19952,Cheval,Nm,Artifact;Animal;Food;Person
l19996,Chevillais,Nm,Person
l19997,Chevillaise,Nf,Person
l19998,Chevillois,Nm,Person
l19999,Chevilloise,Nf,Person
l20011,Chevincourtois,Nm,Person
l20012,Chevincourtoise,Nf,Person
l20022,Chevrevillais,Nm,Person
l20023,Chevrevillaise,Nf,Person
l20044,Chevry-sous-le-Bignon,Npx,Institution
l20087,Chichebovillais,Nm,Person
l20088,Chichebovillaise,Nf,Person
l20089,Chicheboville,Npx,Institution
l20122,Chien,Nm,Animal;Artifact;Attribute;Person
l20140,Chilien,Nm,Person
l20141,Chilienne,Nf,Person
l20171,Chine,Npx,Institution
l20176,Chinois,Nm,Artifact;Communication;Food;Person
l20242,Chitry-les-Mines,Npx,Institution
l20321,Chose,Npx,Tops
l20326,Chouan,Nm,Person
l20330,Chouette,Nm,Animal
l20352,Chouvillois,Nm,Person
l20353,Chouvilloise,Nf,Person
l20369,Christ,Npx,Person
l20445,Châtaincourt,Npx,Institution
l20446,Châtaincourtois,Nm,Person
l20447,Châtaincourtoise,Nf,Person
l20448,Château,Npx,Institution
l20512,Châteauneuf-les-Bains,Npx,Institution
l20513,Châteauneuf-les-Martigues,Npx,Institution
l20597,Châtenois-les-Forges,Npx,Institution
l20618,Châtillon-sous-Bagneux,Npx,Institution
l20619,Châtillon-sous-les-Côtes,Npx,Institution
l20658,Chèvreville,Npx,Institution
l20673,Chémery-les-Deux,Npx,Institution
l20697,Chénéville,Npx,Institution
l20698,Chénévillois,Nm,Person
l20781,Cideville,Npx,Institution
l20874,Circourtien,Nm,Person
l20875,Circourtienne,Nf,Person
l20987,Claire,Npf,Person
l21006,Clairvaux-les-Lacs,Npx,Institution
l21058,Clarencevillois,Nm,Person
l21094,Clasvillais,Nm,Person
l21095,Clasvillaise,Nf,Person
l21096,Clasville,Npx,Institution
l21102,Claudette,Npf,Person
l21125,Clavillais,Nm,Person
l21126,Clavillaise,Nf,Person
l21127,Claville,Npx,Institution
l21128,Claville-Motteville,Npx,Institution
l21179,Clermont-sous-Huy,Npx,Institution
l21204,Cleuvillais,Nm,Person
l21205,Cleuvillaise,Nf,Person
l21206,Cleuville,Npx,Institution
l21217,Clichy-sous-Bois,Npx,Institution
l21238,Cliponvillais,Nm,Person
l21239,Cliponvillaise,Nf,Person
l21240,Cliponville,Npx,Institution
l21325,Cléa,Npf,Person
l21396,Cléré-les-Pins,Npx,Institution
l21407,Clévillais,Nm,Person
l21408,Clévillaise,Nf,Person
l21409,Cléville,Npx,Institution
l21411,Clévillois,Nm,Person
l21412,Clévilloise,Nf,Person
l21600,Colette,Npf,Person
l21630,Collevillais,Nm,Person
l21631,Collevillaise,Nf,Person
l21632,Colleville,Npx,Institution
l21665,Collonges-sous-Salève,Npx,Institution
l21687,Colmesnil-Manneville,Npx,Institution
l21723,Colombey-les-Belles,Npx,Institution
l21724,Colombey-les-Deux-Eglises,Npx,Institution
l21725,Colombey-les-deux-églises,Npx,Institution
l21745,Colombin,Nm,Artifact;Substance
l21800,Coltainville,Npx,Institution
l21801,Coltainvillois,Nm,Person
l21802,Coltainvilloise,Nf,Person
l21843,Combles-en-Barrois,Npx,Institution
l21876,Combres-sous-les-Côtes,Npx,Institution
l21904,Combs-la-Ville,Npx,Institution
l21905,Combslavillais,Nm,Person
l21906,Combslavillaise,Nf,Person
l21976,Compainvillais,Nm,Person
l21977,Compainvillaise,Nf,Person
l21978,Compainville,Npx,Institution
l22005,Comps-la-Grand-Ville,Npx,Institution
l22062,Conchy-les-Pots,Npx,Institution
l22170,Condécourtois,Nm,Person
l22171,Condécourtoise,Nf,Person
l22201,Confracourtois,Nm,Person
l22202,Confracourtoise,Nf,Person
l22206,Congerville-Thionville,Npx,Institution
l22211,Congo-Brazzaville,Npx,Institution
l22217,Congrès,Nm,Act+Cognition;Institution
l22302,Constituant,Nm,Communication;Person
l22325,Contevillais,Nm,Person
l22326,Contevillaise,Nf,Person
l22327,Conteville,Npx,Institution
l22330,Contevillois,Nm,Person
l22331,Contevilloise,Nf,Person
l22342,Continental,Nm,Person
l22359,Contrexéville,Npx,Institution
