rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r26986,l314448,ribaud,l314451,ribauder,Nm,V,conv,X,conv,X,simple,NA
r26992,l314524,ribote,l314525,riboter,Nf,V,conv,X,conv,X,simple,NA
r26996,l314537,ribouldingue,l314538,ribouldinguer,Nf,V,conv,X,conv,X,simple,NA
r27008,l314708,ride,l314719,rider,Nf,V,conv,X,conv,X,simple,NA
r27024,l314896,rigolboche,l314897,rigolbocher,Nm,V,conv,X,conv,X,simple,NA
r27033,l314998,rime,l315002,rimer,Nf,V,conv,X,conv,X,simple,NA
r27047,l315059,rincée,l315052,rincer,Nf,V,conv,X,NA,X,simple,des2as
r27048,l315062,ringard,l315065,ringarder,Nm,V,conv,X,conv,X,simple,NA
r27055,l315161,ripaille,l315162,ripailler,Nf,V,conv,X,conv,X,simple,NA
r27060,l315174,ripe,l315179,riper,Nf,V,conv,X,conv,X,simple,NA
r27062,l315196,ripolin,l315198,ripoliner,Nm,V,conv,X,conv,X,simple,NA
r27063,l315209,riposte,l315210,riposter,Nf,V,conv,X,conv,X,simple,NA
r27067,l315247,rire,l315248,rire,Nm,V,conv,X,conv,X,simple,NA
r27071,l315281,risque,l315284,risquer,Nm,V,conv,X,conv,X,simple,NA
r27077,l315305,rissole,l315307,rissoler,Nf,V,conv,X,conv,X,simple,NA
r27080,l315320,ristourne,l315321,ristourner,Nf,V,conv,X,conv,X,simple,NA
r27089,l315381,rive,l315406,river,Nf,V,conv,X,conv,X,simple,NA
r27114,l315554,robe,l315570,rober,Nf,V,conv,X,conv,X,simple,NA
r27128,l315710,roc,l316917,roquer,Nm,V,conv,X,conv,X,simple,NA
r27138,l315934,rock and roll,l315935,rock and roller,Nm,V,conv,X,conv,X,simple,NA
r27143,l315975,rocou,l315976,rocouer,Nm,V,conv,X,conv,X,simple,NA
r27152,l316143,rogne,l316151,rogner,Nf,V,conv,X,conv,X,simple,NA
r27165,l316372,roman,l316386,romancer,Nm,V,conv,X,conv,X,simple,NA
r27183,l316629,ronchon,l316633,ronchonner,Nm,V,conv,X,conv,X,simple,NA
r27227,l316782,ronron,l316786,ronronner,Nm,V,conv,X,conv,X,simple,NA
r27234,l316818,ronéo,l316821,ronéoter,Nf,V,conv,X,conv,X,simple,NA
r27235,l316863,roque,l316917,roquer,Nm,V,conv,X,conv,X,simple,NA
r27263,l317173,rossignol,l317180,rossignoler,Nm,V,conv,X,conv,X,simple,NA
r27269,l317197,rossée,l317166,rosser,Nf,V,conv,X,NA,X,simple,des2as
r27271,l317245,rot,l317281,roter,Nm,V,conv,X,conv,X,simple,NA
r27286,l317381,rouanne,l317382,rouanner,Nf,V,conv,X,conv,X,simple,NA
r27295,l317462,roue,l317479,rouer,Nf,V,conv,X,conv,X,simple,NA
r27308,l317632,rouille,l317633,rouiller,Nf,V,conv,X,conv,X,simple,NA
r27325,l317678,rouler,l317679,rouler,Nm,V,conv,X,conv,X,simple,NA
r27349,l317819,rouscaille,l317820,rouscailler,Nf,V,conv,X,conv,X,simple,NA
r27368,l317980,route,l317985,router,Nf,V,conv,X,conv,X,simple,NA
r27377,l318304,ruban,l318309,rubaner,Nm,V,conv,X,conv,X,simple,NA
r27391,l318378,rubrique,l318379,rubriquer,Nf,V,conv,X,conv,X,simple,NA
r27395,l318406,ruche,l318411,rucher,Nf,V,conv,X,conv,X,simple,NA
r27411,l318565,rugine,l318566,ruginer,Nf,V,conv,X,conv,X,simple,NA
r27415,l318593,ruine,l318597,ruiner,Nf,V,conv,X,conv,X,simple,NA
r27417,l318611,ruisseau,l318616,ruisseler,Nm,V,conv,X,conv,X,simple,NA
r27436,l318791,rupture,l318792,rupturer,Nf,V,conv,X,conv,X,simple,NA
r27440,l318836,ruse,l318839,ruser,Nf,V,conv,X,conv,X,simple,NA
r27445,l318926,rustique,l318927,rustiquer,Nm,V,conv,X,conv,X,simple,NA
r27450,l318996,ruée,l318506,ruer,Nf,V,conv,X,NA,X,simple,des2as
r27454,l319026,rythme,l319027,rythmer,Nm,V,conv,X,conv,X,simple,NA
r27459,l319041,râble,l319043,râbler,Nm,V,conv,X,conv,X,simple,NA
r27464,l319059,râle,l319062,râler,Nm,V,conv,X,conv,X,simple,NA
r27473,l319072,râpe,l319074,râper,Nf,V,conv,X,conv,X,simple,NA
r27479,l319083,râteau,l319085,râteler,Nm,V,conv,X,conv,X,simple,NA
r27487,l319097,règle,l320829,régler,Nf,V,conv,X,conv,X,simple,NA
r27488,l319099,règlement,l320827,réglementer,Nm,V,conv,X,conv,X,simple,NA
r27490,l319109,règne,l320848,régner,Nm,V,conv,X,conv,X,simple,NA
r27493,l319211,réaccord,l319214,réaccorder,Nm,V,conv,X,conv,X,simple,NA
r27545,l319694,réassort,l319696,réassortir,Nm,V,conv,X,NA,X,simple,des2as
r27546,l319694,réassort,l319696,réassortir,Nm,V,conv,X,conv,X,simple,NA
r27575,l319861,réchaud,l319866,réchauffer,Nm,V,conv,X,NA,X,simple,des2as
r27583,l319886,récidive,l319887,récidiver,Nf,V,conv,X,conv,X,simple,NA
r27587,l319912,récit,l319924,réciter,Nm,V,conv,X,conv,X,simple,NA
r27602,l319974,récolte,l319975,récolter,Nf,V,conv,X,conv,X,simple,NA
r27604,l319979,récompense,l319981,récompenser,Nf,V,conv,X,conv,X,simple,NA
r27613,l319995,réconfort,l320001,réconforter,Nm,V,conv,X,NA,X,simple,des2as
r27614,l319995,réconfort,l320001,réconforter,Nm,V,conv,X,conv,X,simple,NA
r27621,l320009,récri,l320010,récrier,Nm,V,conv,X,NA,X,simple,des2as
r27622,l320009,récri,l320010,récrier,Nm,V,conv,X,conv,X,simple,NA
r27677,l320163,réembauche,l320164,réembaucher,Nf,V,conv,X,NA,X,simple,des2as
r27678,l320163,réembauche,l320164,réembaucher,Nf,V,conv,X,conv,X,simple,NA
r27681,l320234,réemploi,l320237,réemployer,Nm,V,conv,X,NA,X,simple,des2as
r27682,l320234,réemploi,l320237,réemployer,Nm,V,conv,X,conv,X,simple,NA
r27692,l320482,réenvol,l320483,réenvoler,Nm,V,conv,X,conv,X,simple,NA
r27693,l320492,réescompte,l320493,réescompter,Nm,V,conv,X,NA,X,simple,des2as
r27694,l320492,réescompte,l320493,réescompter,Nm,V,conv,X,conv,X,simple,NA
r27695,l320528,réexamen,l320530,réexaminer,Nm,V,conv,X,NA,X,simple,des2as
r27696,l320528,réexamen,l320530,réexaminer,Nm,V,conv,X,conv,X,simple,NA
r27699,l320564,réexport,l320566,réexporter,Nm,V,conv,X,conv,X,simple,NA
r27758,l320724,régal,l320734,régaler,Nm,V,conv,X,conv,X,simple,NA
r27766,l320744,régate,l320745,régater,Nf,V,conv,X,conv,X,simple,NA
r27769,l320756,régent,l320761,régenter,Nm,V,conv,X,conv,X,simple,NA
r27772,l320775,régie,l320805,régir,Nf,V,conv,X,NA,X,simple,des2as
r27836,l321003,réimport,l321005,réimporter,Nm,V,conv,X,conv,X,simple,NA
r27867,l321337,rénette,l321338,rénetter,Nf,V,conv,X,conv,X,simple,NA
r27905,l321489,répartie,l311366,repartir,Nf,V,conv,X,NA,X,simple,des2as
r27920,l321505,répertoire,l321508,répertorier,Nm,V,conv,X,conv,X,simple,NA
r27925,l321519,réplique,l321520,répliquer,Nf,V,conv,X,conv,X,simple,NA
r27928,l321535,réponse,l321533,répondre,Nf,V,conv,X,NA,X,simple,des2as
r27935,l321546,réprimande,l321547,réprimander,Nf,V,conv,X,conv,X,simple,NA
r27963,l321619,réquisit,l312139,requérir,Nm,V,conv,X,NA,X,simple,des2as
r27964,l321620,réquisition,l321625,réquisitionner,Nf,V,conv,X,conv,X,simple,NA
r27979,l321648,réserve,l321651,réserver,Nf,V,conv,X,conv,X,simple,NA
r27989,l321693,résille,l321694,résiller,Nf,V,conv,X,conv,X,simple,NA
r27992,l321702,résine,l321703,résiner,Nf,V,conv,X,conv,X,simple,NA
r28009,l321788,résultat,l321789,résulter,Nm,V,conv,X,NA,X,simple,des2as
r28010,l321794,résumé,l321791,résumer,Nm,V,conv,X,NA,X,simple,des2as
r28092,l322099,réveil,l322104,réveiller,Nm,V,conv,X,NA,X,simple,des2as
r28093,l322099,réveil,l322104,réveiller,Nm,V,conv,X,conv,X,simple,NA
r28099,l322107,réveillon,l322114,réveillonner,Nm,V,conv,X,conv,X,simple,NA
r28104,l322122,réverbère,l322127,réverbérer,Nm,V,conv,X,conv,X,simple,NA
r28116,l322170,révolte,l322172,révolter,Nf,V,conv,X,conv,X,simple,NA
r28119,l322180,révolution,l322196,révolutionner,Nf,V,conv,X,conv,X,simple,NA
r28148,l322395,rééquilibre,l322396,rééquilibrer,Nm,V,conv,X,NA,X,simple,des2as
r28152,l322466,rêne,l322467,rêner,Nm,V,conv,X,conv,X,simple,NA
r28155,l322478,rêve,l322480,rêver,Nm,V,conv,X,conv,X,simple,NA
r28160,l322490,rôde,l322491,rôder,Nf,V,conv,X,conv,X,simple,NA
r28183,l322647,sable,l322649,sabler,Nm,V,conv,X,conv,X,simple,NA
r28191,l322698,sabord,l322701,saborder,Nm,V,conv,X,conv,X,simple,NA
r28194,l322702,sabot,l322705,saboter,Nm,V,conv,X,conv,X,simple,NA
r28209,l322725,sabre,l322733,sabrer,Nm,V,conv,X,conv,X,simple,NA
r28218,l322756,sac,l322896,sacquer,Nm,V,conv,X,conv,X,simple,NA
r28224,l322769,saccage,l322771,saccager,Nm,V,conv,X,conv,X,simple,NA
r28248,l322919,sacre,l322928,sacrer,Nm,V,conv,X,conv,X,simple,NA
r28257,l322938,sacrifice,l322943,sacrifier,Nm,V,conv,X,conv,X,simple,NA
r28262,l323083,safran,l323085,safraner,Nm,V,conv,X,conv,X,simple,NA
r28273,l323243,saignée,l323228,saigner,Nf,V,conv,X,NA,X,simple,des2as
r28275,l323281,saillie,l323282,saillir,Nf,V,conv,X,NA,X,simple,des2as
r28282,l327018,saisie,l327026,saisir,Nf,V,conv,X,NA,X,simple,des2as
r28287,l327041,saison,l327047,saisonner,Nf,V,conv,X,conv,X,simple,NA
r28291,l327103,salade,l327105,salader,Nf,V,conv,X,conv,X,simple,NA
r28298,l327137,salaire,l327176,salarier,Nm,V,conv,X,conv,X,simple,NA
r28326,l327438,salive,l327439,saliver,Nf,V,conv,X,conv,X,simple,NA
r28331,l327581,salon,l327609,salonner,Nm,V,conv,X,conv,X,simple,NA
r28339,l327661,salpêtre,l327662,salpêtrer,Nm,V,conv,X,conv,X,simple,NA
r28372,l328182,sanction,l328188,sanctionner,Nf,V,conv,X,conv,X,simple,NA
r28378,l328274,sandwich,l328275,sandwicher,Nm,V,conv,X,conv,X,simple,NA
r28380,l328303,sang,l323228,saigner,Nm,V,conv,X,conv,X,simple,NA
r28384,l328332,sangle,l328334,sangler,Nf,V,conv,X,conv,X,simple,NA
r28387,l328342,sanglot,l328345,sangloter,Nm,V,conv,X,conv,X,simple,NA
r28408,l328765,sape,l328770,saper,Nf,V,conv,X,conv,X,simple,NA
r28409,l328766,sape,l328770,saper,Nm,V,conv,X,conv,X,simple,NA
r28428,l328917,sarabande,l328918,sarabander,Nf,V,conv,X,conv,X,simple,NA
r28449,l329187,sarment,l329189,sarmenter,Nm,V,conv,X,conv,X,simple,NA
r28452,l329255,sarrasin,l329258,sarrasiner,Nm,V,conv,X,conv,X,simple,NA
r28457,l329423,sas,l329463,sasser,Nm,V,conv,X,conv,X,simple,NA
r28469,l329520,satin,l329525,satiner,Nm,V,conv,X,conv,X,simple,NA
r28487,l329633,sauce,l329640,saucer,Nf,V,conv,X,conv,X,simple,NA
r28499,l329673,saucée,l329640,saucer,Nf,V,conv,X,NA,X,simple,des2as
r28511,l329851,saumure,l329852,saumurer,Nf,V,conv,X,conv,X,simple,NA
r28530,l329989,saut,l330014,sauter,Nm,V,conv,X,conv,X,simple,NA
r28534,l330001,saute,l330014,sauter,Nf,V,conv,X,conv,X,simple,NA
r28550,l330105,sauvegarde,l330106,sauvegarder,Nf,V,conv,X,NA,X,simple,des2as
r28551,l330105,sauvegarde,l330106,sauvegarder,Nf,V,conv,X,conv,X,simple,NA
r28562,l330290,saveur,l330399,savourer,Nm,V,conv,X,conv,X,simple,NA
r28564,l330373,savon,l330380,savonner,Nm,V,conv,X,conv,X,simple,NA
r28581,l330575,scalp,l330580,scalper,Nm,V,conv,X,conv,X,simple,NA
r28602,l330723,sceau,l330731,sceller,Nm,V,conv,X,conv,X,simple,NA
r28607,l330737,scellé,l330731,sceller,Nm,V,conv,X,NA,X,simple,des2as
r28627,l331192,scie,l331227,scier,Nf,V,conv,X,conv,X,simple,NA
r28649,l331352,sclérose,l331354,scléroser,Nf,V,conv,X,conv,X,simple,NA
r28661,l331502,scotch,l331506,scotcher,Nm,V,conv,X,conv,X,simple,NA
r28688,l331661,scrutin,l331662,scrutiner,Nm,V,conv,X,conv,X,simple,NA
r28701,l331823,second,l331833,seconder,Nm,V,conv,X,conv,X,simple,NA
r28719,l331863,secousse,l331848,secouer,Nf,V,conv,X,NA,X,simple,des2as
r28733,l331906,section,l331914,sectionner,Nf,V,conv,X,conv,X,simple,NA
r28742,l331961,segment,l331966,segmenter,Nm,V,conv,X,conv,X,simple,NA
r28749,l332062,seine,l332076,seiner,Nf,V,conv,X,conv,X,simple,NA
r28750,l332115,sel,l327275,saler,Nm,V,conv,X,conv,X,simple,NA
r28751,l332115,sel,l329864,sauner,Nm,V,conv,X,conv,X,simple,NA
r28754,l332141,selle,l332142,seller,Nf,V,conv,X,conv,X,simple,NA
r28774,l332412,semonce,l332413,semoncer,Nf,V,conv,X,conv,X,simple,NA
r28787,l332711,sentence,l332714,sentencier,Nf,V,conv,X,conv,X,simple,NA
r28788,l332727,senti,l332751,sentir,Nm,V,conv,X,NA,X,simple,des2as
r28808,l333106,serin,l333112,seriner,Nm,V,conv,X,conv,X,simple,NA
r28813,l333119,seringue,l333123,seringuer,Nf,V,conv,X,conv,X,simple,NA
r28819,l333173,sermon,l333180,sermonner,Nm,V,conv,X,conv,X,simple,NA
r28830,l333207,serpe,l333245,serper,Nf,V,conv,X,conv,X,simple,NA
r28831,l333210,serpent,l333225,serpenter,Nm,V,conv,X,conv,X,simple,NA
r28841,l333294,serre,l333329,serrer,Nf,V,conv,X,conv,X,simple,NA
r28847,l333395,serte,l333396,sertir,Nf,V,conv,X,conv,X,simple,NA
r28897,l333911,shampoing,l333921,shampouiner,Nm,V,conv,X,conv,X,simple,NA
r28898,l333911,shampoing,l333915,shampooiner,Nm,V,conv,X,conv,X,simple,NA
r28907,l333918,shampooing,l333921,shampouiner,Nm,V,conv,X,conv,X,simple,NA
r28915,l334126,shoot,l334129,shooter,Nm,V,conv,X,conv,X,simple,NA
r28918,l334171,shunt,l334173,shunter,Nm,V,conv,X,conv,X,simple,NA
r28931,l334283,siccatif,l334285,siccativer,Nm,V,conv,X,conv,X,simple,NA
r28940,l334449,sieste,l334450,siester,Nf,V,conv,X,conv,X,simple,NA
r28969,l334557,signal,l334559,signaler,Nm,V,conv,X,conv,X,simple,NA
r28981,l334574,signe,l334577,signer,Nm,V,conv,X,conv,X,simple,NA
r28987,l334665,silence,l334666,silencer,Nm,V,conv,X,conv,X,simple,NA
r28991,l334683,silhouette,l334684,silhouetter,Nf,V,conv,X,conv,X,simple,NA
r29008,l334771,sillon,l334778,sillonner,Nm,V,conv,X,conv,X,simple,NA
r29033,l335051,singe,l335056,singer,Nm,V,conv,X,conv,X,simple,NA
r29049,l335259,siphon,l335268,siphonner,Nm,V,conv,X,conv,X,simple,NA
r29055,l335328,sirop,l335329,siroper,Nm,V,conv,X,conv,X,simple,NA
r29056,l335328,sirop,l335336,siroter,Nm,V,conv,X,conv,X,simple,NA
r29062,l335350,sirène,l335351,siréner,Nf,V,conv,X,conv,X,simple,NA
r29077,l335552,siège,l335557,siéger,Nm,V,conv,X,conv,X,simple,NA
r29078,l335585,ski,l335600,skier,Nm,V,conv,X,conv,X,simple,NA
r29085,l335661,slalom,l335664,slalomer,Nm,V,conv,X,conv,X,simple,NA
r29092,l335711,slice,l335713,slicer,Nm,V,conv,X,conv,X,simple,NA
r29095,l335793,smash,l335794,smasher,Nm,V,conv,X,conv,X,simple,NA
r29098,l335823,smille,l335824,smiller,Nf,V,conv,X,conv,X,simple,NA
r29100,l335854,smurf,l335855,smurfer,Nm,V,conv,X,conv,X,simple,NA
r29104,l335890,snob,l335896,snober,Nm,V,conv,X,conv,X,simple,NA
r29108,l335953,sobriquet,l335952,sobriquer,Nm,V,conv,X,conv,X,simple,NA
r29143,l336224,soif,l336230,soiffer,Nf,V,conv,X,conv,X,simple,NA
r29158,l336395,solde,l336396,solder,Nm,V,conv,X,conv,X,simple,NA
r29172,l336506,soliloque,l336507,soliloquer,Nm,V,conv,X,conv,X,simple,NA
r29188,l336612,solution,l336617,solutionner,Nf,V,conv,X,conv,X,simple,NA
r29210,l336772,somme,l336802,sommer,Nf,V,conv,X,conv,X,simple,NA
r29212,l336789,sommeil,l336796,sommeiller,Nm,V,conv,X,conv,X,simple,NA
r29229,l336903,son,l337010,sonner,Nm,V,conv,X,conv,X,simple,NA
r29236,l336933,sonde,l336934,sonder,Nf,V,conv,X,conv,X,simple,NA
r29240,l336948,songe,l336960,songer,Nm,V,conv,X,conv,X,simple,NA
r29253,l336994,sonnaille,l336997,sonnailler,Nf,V,conv,X,conv,X,simple,NA
r29292,l337296,sortie,l337302,sortir,Nf,V,conv,X,NA,X,simple,des2as
r29294,l337301,sortir,l337302,sortir,Nm,V,conv,X,conv,X,simple,NA
r29299,l337446,soubresaut,l337447,soubresauter,Nm,V,conv,X,conv,X,simple,NA
r29300,l337460,souche,l337464,soucheter,Nf,V,conv,X,conv,X,simple,NA
r29308,l337485,souci,l337490,soucier,Nm,V,conv,X,conv,X,simple,NA
r29345,l337643,soufre,l337645,soufrer,Nm,V,conv,X,conv,X,simple,NA
r29346,l337643,soufre,l342348,sulfurer,Nm,V,conv,X,conv,X,simple,NA
r29352,l337684,souhait,l337686,souhaiter,Nm,V,conv,X,conv,X,simple,NA
r29366,l337804,soulevé,l337799,soulever,Nm,V,conv,X,NA,X,simple,des2as
r29385,l337939,soupe,l337945,souper,Nf,V,conv,X,conv,X,simple,NA
r29387,l337944,souper,l337945,souper,Nm,V,conv,X,conv,X,simple,NA
r29394,l337957,soupir,l337961,soupirer,Nm,V,conv,X,conv,X,simple,NA
r29398,l337975,soupçon,l337977,soupçonner,Nm,V,conv,X,conv,X,simple,NA
r29402,l337993,source,l337999,sourcer,Nf,V,conv,X,conv,X,simple,NA
r29409,l338007,sourcil,l338011,sourciller,Nm,V,conv,X,conv,X,simple,NA
r29423,l338074,sourire,l338075,sourire,Nm,V,conv,X,conv,X,simple,NA
r29457,l338652,soutache,l338654,soutacher,Nf,V,conv,X,conv,X,simple,NA
r29460,l338662,soute,l338673,souter,Nf,V,conv,X,conv,X,simple,NA
r29470,l338712,souvenir,l338713,souvenir,Nm,V,conv,X,conv,X,simple,NA
r29533,l339387,spirale,l339389,spiraler,Nf,V,conv,X,conv,X,simple,NA
r29570,l339695,sprint,l339697,sprinter,Nm,V,conv,X,conv,X,simple,NA
r29597,l339835,squat,l339841,squatter,Nm,V,conv,X,conv,X,simple,NA
r29600,l339851,squeeze,l339852,squeezer,Nm,V,conv,X,conv,X,simple,NA
r29610,l339966,staff,l339971,staffer,Nm,V,conv,X,conv,X,simple,NA
r29640,l340229,station,l340240,stationner,Nf,V,conv,X,conv,X,simple,NA
r29662,l340390,stellite,l340391,stelliter,Nm,V,conv,X,conv,X,simple,NA
r29690,l340633,stock,l340641,stocker,Nm,V,conv,X,conv,X,simple,NA
r29697,l340714,stop,l340720,stopper,Nm,V,conv,X,conv,X,simple,NA
r29723,l340907,stress,l340909,stresser,Nm,V,conv,X,conv,X,simple,NA
r29732,l340941,strie,l340943,strier,Nf,V,conv,X,conv,X,simple,NA
r29743,l341046,structure,l341049,structurer,Nf,V,conv,X,conv,X,simple,NA
r29747,l341095,stuc,l341141,stuquer,Nm,V,conv,X,conv,X,simple,NA
r29752,l341161,style,l341163,styler,Nm,V,conv,X,conv,X,simple,NA
r29762,l341239,stère,l341347,stérer,Nm,V,conv,X,conv,X,simple,NA
r29844,l341779,substitut,l341778,substituer,Nm,V,conv,X,NA,X,simple,des2as
r29885,l341952,sucre,l341955,sucrer,Nm,V,conv,X,conv,X,simple,NA
r29894,l342117,suffixe,l342118,suffixer,Nm,V,conv,X,conv,X,simple,NA
r29895,l342117,suffixe,l342118,suffixer,Nm,V,conv,X,NA,X,simple,des2as
r29906,l342179,suicide,l342180,suicider,Nm,V,conv,X,conv,X,simple,NA
r29908,l342188,suif,l342190,suifer,Nm,V,conv,X,conv,X,simple,NA
r29912,l342201,suint,l342205,suinter,Nm,V,conv,X,conv,X,simple,NA
r29917,l342222,suite,l342246,suivre,Nf,V,conv,X,conv,X,simple,NA
r29923,l342241,suivi,l342246,suivre,Nm,V,conv,X,NA,X,simple,des2as
r29982,l342736,supplice,l342741,supplicier,Nm,V,conv,X,conv,X,simple,NA
r29992,l342766,support,l342778,supporter,Nm,V,conv,X,conv,X,simple,NA
r29993,l342766,support,l342778,supporter,Nm,V,conv,X,NA,X,simple,des2as
r30038,l342998,surajout,l342999,surajouter,Nm,V,conv,X,conv,X,simple,NA
r30048,l343081,surcharge,l343083,surcharger,Nf,V,conv,X,conv,X,simple,NA
r30053,l343087,surchauffe,l343089,surchauffer,Nf,V,conv,X,NA,X,simple,des2as
r30054,l343087,surchauffe,l343089,surchauffer,Nf,V,conv,X,conv,X,simple,NA
r30067,l343131,surcontre,l343132,surcontrer,Nm,V,conv,X,NA,X,simple,des2as
r30068,l343131,surcontre,l343132,surcontrer,Nm,V,conv,X,conv,X,simple,NA
r30070,l343145,surcoupe,l343146,surcouper,Nf,V,conv,X,conv,X,simple,NA
r30084,l343227,surenchère,l343228,surenchérir,Nf,V,conv,X,conv,X,simple,NA
r30105,l343277,surf,l343296,surfer,Nm,V,conv,X,conv,X,simple,NA
r30115,l343302,surfil,l343304,surfiler,Nm,V,conv,X,NA,X,simple,des2as
r30122,l343342,surgeon,l343343,surgeonner,Nm,V,conv,X,conv,X,simple,NA
r30136,l343399,surin,l343414,suriner,Nm,V,conv,X,conv,X,simple,NA
r30143,l343454,surjet,l343456,surjeter,Nm,V,conv,X,conv,X,simple,NA
r30172,l343594,surpaye,l343595,surpayer,Nf,V,conv,X,NA,X,simple,des2as
r30173,l343594,surpaye,l343595,surpayer,Nf,V,conv,X,conv,X,simple,NA
r30176,l343616,surplomb,l343619,surplomber,Nm,V,conv,X,conv,X,simple,NA
r30180,l343643,surprise,l343635,surprendre,Nf,V,conv,X,NA,X,simple,des2as
r30191,l343716,sursaut,l343719,sursauter,Nm,V,conv,X,conv,X,simple,NA
r30202,l343764,surtaille,l343765,surtailler,Nf,V,conv,X,conv,X,simple,NA
r30204,l343781,surtaxe,l343782,surtaxer,Nf,V,conv,X,conv,X,simple,NA
r30213,l343834,survenue,l343831,survenir,Nf,V,conv,X,NA,X,simple,des2as
r30214,l343839,survie,l343874,survivre,Nf,V,conv,X,conv,X,simple,NA
r30220,l343876,survol,l343877,survoler,Nm,V,conv,X,NA,X,simple,des2as
r30221,l343876,survol,l343877,survoler,Nm,V,conv,X,conv,X,simple,NA
r30245,l344016,suspens,l344013,suspendre,Nm,V,conv,X,conv,X,simple,NA
r30246,l344017,suspense,l344013,suspendre,Nf,V,conv,X,NA,X,simple,des2as
r30263,l344086,suture,l344087,suturer,Nf,V,conv,X,conv,X,simple,NA
r30274,l344167,suée,l342095,suer,Nf,V,conv,X,NA,X,simple,des2as
r30276,l344233,swing,l344234,swinguer,Nm,V,conv,X,conv,X,simple,NA
r30283,l344283,syllabe,l344284,syllaber,Nf,V,conv,X,conv,X,simple,NA
r30324,l344559,syncope,l344560,syncoper,Nf,V,conv,X,conv,X,simple,NA
r30334,l344598,syndicat,l344609,syndiquer,Nm,V,conv,X,NA,X,simple,des2as
r30403,l345081,sédiment,l345084,sédimenter,Nm,V,conv,X,conv,X,simple,NA
r30422,l345228,séjour,l345231,séjourner,Nm,V,conv,X,conv,X,simple,NA
r30428,l345257,sélection,l345261,sélectionner,Nf,V,conv,X,conv,X,simple,NA
r30476,l345633,séquence,l345635,séquencer,Nf,V,conv,X,conv,X,simple,NA
r30486,l345647,séquestre,l345649,séquestrer,Nm,V,conv,X,conv,X,simple,NA
r30495,l345749,série,l345753,sérier,Nf,V,conv,X,conv,X,simple,NA
r30502,l345860,sérénade,l345861,sérénader,Nf,V,conv,X,conv,X,simple,NA
r30505,l346017,tabac,l346065,tabasser,Nm,V,conv,X,conv,X,simple,NA
r30509,l346067,tabassée,l346065,tabasser,Nf,V,conv,X,NA,X,simple,des2as
r30515,l346087,tabis,l346088,tabiser,Nm,V,conv,X,conv,X,simple,NA
r30517,l346094,table,l346105,tabler,Nf,V,conv,X,conv,X,simple,NA
r30538,l346178,tache,l346179,tacher,Nf,V,conv,X,conv,X,simple,NA
r30552,l346251,tacle,l346252,tacler,Nm,V,conv,X,conv,X,simple,NA
r30556,l346341,tag,l346380,taguer,Nm,V,conv,X,conv,X,simple,NA
r30563,l346429,taille,l346453,tailler,Nf,V,conv,X,conv,X,simple,NA
r30573,l346608,talc,l346764,talquer,Nm,V,conv,X,conv,X,simple,NA
r30580,l346680,talle,l346688,taller,Nf,V,conv,X,conv,X,simple,NA
r30584,l346732,taloche,l346733,talocher,Nf,V,conv,X,conv,X,simple,NA
r30585,l346736,talon,l346745,talonner,Nm,V,conv,X,conv,X,simple,NA
r30595,l346771,talus,l346777,taluter,Nm,V,conv,X,conv,X,simple,NA
r30601,l346824,tambouille,l346825,tambouiller,Nf,V,conv,X,conv,X,simple,NA
r30612,l346857,tamis,l346863,tamiser,Nm,V,conv,X,conv,X,simple,NA
r30621,l346916,tampon,l346923,tamponner,Nm,V,conv,X,conv,X,simple,NA
r30634,l346935,tan,l347067,tanner,Nm,V,conv,X,conv,X,simple,NA
r30638,l346984,tangence,l346987,tangenter,Nf,V,conv,X,conv,X,simple,NA
r30639,l346999,tango,l347002,tangoter,Nm,V,conv,X,conv,X,simple,NA
r30652,l347065,tanne,l347067,tanner,Nf,V,conv,X,conv,X,simple,NA
r30663,l347166,taon,l347168,taonner,Nm,V,conv,X,conv,X,simple,NA
r30673,l347193,tape,l347204,taper,Nf,V,conv,X,conv,X,simple,NA
r30680,l347219,tapin,l347221,tapiner,Nm,V,conv,X,conv,X,simple,NA
r30687,l347246,tapis,l347256,tapisser,Nm,V,conv,X,conv,X,simple,NA
r30693,l347266,tapon,l347275,taponner,Nm,V,conv,X,conv,X,simple,NA
r30719,l347348,tarascon,l347356,tarasconner,Npx,V,conv,X,conv,X,simple,NA
r30721,l347367,taraud,l347370,tarauder,Nm,V,conv,X,conv,X,simple,NA
r30731,l347442,tare,l347460,tarer,Nf,V,conv,X,conv,X,simple,NA
r30735,l347496,tarif,l347499,tarifer,Nm,V,conv,X,conv,X,simple,NA
r30767,l347709,tartufe,l347718,tartufier,Nm,V,conv,X,conv,X,simple,NA
r30768,l347727,tas,l347762,tasser,Nm,V,conv,X,conv,X,simple,NA
r30784,l347843,tatouille,l347844,tatouiller,Nf,V,conv,X,conv,X,simple,NA
r30785,l347866,taud,l347868,tauder,Nm,V,conv,X,conv,X,simple,NA
r30809,l348098,taxe,l348099,taxer,Nf,V,conv,X,conv,X,simple,NA
r30817,l348259,tchatche,l348261,tchatcher,Nf,V,conv,X,conv,X,simple,NA
r30834,l348506,teille,l348508,teiller,Nf,V,conv,X,conv,X,simple,NA
r30839,l348534,teinte,l348527,teindre,Nf,V,conv,X,NA,X,simple,des2as
